order_id,quantity,month_name,day_name,order_time,unit_price,total_sales,pizza_size,pizza_category,pizza_name
3,3,Jul,Tuesday,15,61.5,61.5,L,Classic,The Italian Capocollo Pizza
1,1,Aug,Tuesday,21,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Sep,Sunday,20,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,Jul,Saturday,12,16,16,M,Classic,The Napolitana Pizza
1,1,Aug,Friday,22,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Jun,Wednesday,18,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
2,2,Aug,Tuesday,12,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
3,3,Sep,Monday,17,36,36,S,Classic,The Big Meat Pizza
2,2,Aug,Friday,11,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Aug,Sunday,18,12,12,S,Veggie,The Green Garden Pizza
1,1,Aug,Tuesday,16,12,12,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Sep,Thursday,17,9.75,9.75,S,Classic,The Pepperoni Pizza
2,2,Oct,Tuesday,15,41.5,41.5,L,Supreme,The Soppressata Pizza
3,3,Sep,Sunday,18,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
2,2,Jun,Saturday,20,32,32,M,Classic,The Classic Deluxe Pizza
2,2,Jul,Saturday,19,33,33,M,Supreme,The Spicy Italian Pizza
2,2,Jul,Saturday,21,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,Sep,Monday,20,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,Nov,Sunday,16,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,Nov,Monday,15,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
2,2,Jul,Saturday,21,21,21,S,Classic,The Hawaiian Pizza
1,1,Oct,Friday,12,16,16,M,Veggie,The Mexicana Pizza
1,1,Sep,Tuesday,19,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Oct,Saturday,14,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Nov,Sunday,11,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Jul,Wednesday,19,16.75,16.75,M,Chicken,The California Chicken Pizza
3,3,Dec,Monday,17,76.5,76.5,XL,Classic,The Greek Pizza
2,2,Dec,Friday,13,32,32,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Dec,Tuesday,12,33,33,M,Supreme,The Prosciutto and Arugula Pizza
2,2,Dec,Wednesday,17,25,25,S,Supreme,The Spicy Italian Pizza
2,2,Dec,Sunday,15,32,32,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Dec,Friday,13,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,Dec,Monday,21,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Dec,Saturday,13,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,Dec,Thursday,12,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Oct,Wednesday,13,33,33,M,Supreme,The Spicy Italian Pizza
3,3,Mar,Saturday,17,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
2,2,Jun,Thursday,16,40.5,40.5,L,Supreme,The Calabrese Pizza
1,1,Feb,Sunday,21,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,May,Friday,20,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,Feb,Thursday,16,20.75,20.75,L,Supreme,The Italian Supreme Pizza
3,3,Jan,Friday,18,29.25,29.25,S,Classic,The Pepperoni Pizza
1,1,Feb,Wednesday,21,16.75,16.75,M,Chicken,The California Chicken Pizza
3,3,May,Sunday,20,48,48,M,Veggie,The Spinach and Feta Pizza
1,1,May,Friday,20,20.5,20.5,L,Classic,The Italian Capocollo Pizza
2,2,May,Monday,14,29.5,29.5,M,Veggie,The Four Cheese Pizza
1,1,Jan,Saturday,13,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,May,Wednesday,14,23.65,23.65,S,Supreme,The Brie Carre Pizza
2,2,May,Sunday,14,37,37,L,Veggie,The Five Cheese Pizza
1,1,Jan,Friday,21,20.75,20.75,L,Supreme,The Spicy Italian Pizza
2,2,Mar,Friday,20,24,24,S,Classic,The Big Meat Pizza
3,3,Mar,Friday,21,36,36,S,Classic,The Big Meat Pizza
2,2,Mar,Tuesday,13,41.5,41.5,L,Supreme,The Spicy Italian Pizza
2,2,Mar,Friday,13,40.5,40.5,L,Veggie,The Vegetables + Vegetables Pizza
2,2,Jan,Wednesday,18,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,May,Tuesday,21,16,16,M,Classic,The Italian Capocollo Pizza
1,1,Jan,Saturday,16,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1,1,Apr,Monday,17,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,May,Thursday,20,12,12,S,Veggie,The Spinach and Feta Pizza
2,2,Jan,Friday,19,40.5,40.5,L,Supreme,The Sicilian Pizza
2,2,Mar,Friday,21,41,41,L,Classic,The Italian Capocollo Pizza
2,2,Jan,Wednesday,14,24,24,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jan,Sunday,13,12,12,S,Veggie,The Spinach and Feta Pizza
1,1,Mar,Friday,17,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,May,Thursday,18,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,Feb,Friday,21,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,Mar,Saturday,20,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Feb,Friday,17,12,12,S,Veggie,The Spinach and Feta Pizza
2,2,Mar,Wednesday,12,32,32,M,Classic,The Italian Capocollo Pizza
1,1,Apr,Thursday,15,16.5,16.5,M,Supreme,The Soppressata Pizza
2,2,May,Sunday,16,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,Apr,Thursday,17,16.25,16.25,M,Supreme,The Sicilian Pizza
2,2,Apr,Thursday,20,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
1,1,Feb,Friday,20,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,4,Feb,Friday,17,41.5,83,L,Chicken,The California Chicken Pizza
2,2,Mar,Friday,13,24,24,S,Classic,The Classic Deluxe Pizza
1,1,May,Monday,14,12,12,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jun,Friday,19,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
2,2,May,Monday,20,37,37,L,Veggie,The Five Cheese Pizza
2,2,Feb,Friday,18,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
1,1,May,Thursday,10,20.75,20.75,L,Chicken,The Thai Chicken Pizza
2,2,May,Sunday,17,24,24,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jan,Sunday,18,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,Apr,Tuesday,21,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Aug,Wednesday,14,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
2,2,Aug,Thursday,12,41,41,L,Classic,The Italian Capocollo Pizza
2,2,Jul,Friday,12,32,32,M,Classic,The Italian Capocollo Pizza
1,1,Aug,Friday,14,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,Aug,Saturday,12,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,Aug,Tuesday,20,16,16,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Jul,Friday,15,12.5,12.5,S,Supreme,The Soppressata Pizza
3,3,Jun,Monday,15,44.25,44.25,M,Veggie,The Four Cheese Pizza
1,1,Jul,Monday,12,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
2,2,Jul,Friday,20,32,32,M,Veggie,The Spinach and Feta Pizza
2,2,Aug,Saturday,18,41,41,L,Classic,The Italian Capocollo Pizza
2,2,Oct,Wednesday,16,33,33,M,Veggie,The Spinach Pesto Pizza
3,3,Jul,Thursday,11,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,Sep,Wednesday,14,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,Jun,Thursday,13,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
6,8,Oct,Friday,13,111,148,L,Veggie,The Five Cheese Pizza
1,1,Jul,Tuesday,17,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,Aug,Monday,12,48,48,M,Classic,The Classic Deluxe Pizza
1,1,Sep,Tuesday,13,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Nov,Friday,21,12,12,S,Veggie,The Vegetables + Vegetables Pizza
2,2,Nov,Wednesday,16,24,24,S,Veggie,The Mexicana Pizza
3,3,Nov,Monday,15,60.75,60.75,L,Veggie,The Mexicana Pizza
3,3,Sep,Wednesday,17,62.25,62.25,L,Chicken,The California Chicken Pizza
2,2,Sep,Tuesday,19,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
5,5,Dec,Monday,12,80,80,M,Classic,The Classic Deluxe Pizza
1,1,Jul,Thursday,12,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,Aug,Friday,18,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,Oct,Tuesday,22,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,Aug,Sunday,15,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,Aug,Monday,12,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Sep,Wednesday,17,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1,1,Sep,Friday,14,16,16,M,Veggie,The Mediterranean Pizza
1,1,Sep,Monday,17,12,12,S,Veggie,The Mexicana Pizza
1,1,Jun,Friday,20,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Jul,Sunday,15,12,12,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Dec,Friday,17,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,Apr,Monday,17,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,Nov,Saturday,17,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Nov,Sunday,13,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Nov,Sunday,17,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Jan,Thursday,14,16.25,16.25,M,Supreme,The Sicilian Pizza
2,2,May,Friday,17,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
3,3,Mar,Thursday,12,38.25,38.25,S,Chicken,The Barbecue Chicken Pizza
2,3,Apr,Tuesday,14,41,61.5,L,Classic,The Italian Capocollo Pizza
1,1,Jan,Sunday,17,12,12,S,Classic,The Napolitana Pizza
2,2,Feb,Friday,12,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
6,6,Apr,Thursday,12,72,72,S,Classic,The Big Meat Pizza
1,1,May,Friday,16,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
2,2,Jun,Friday,18,33,33,L,Classic,The Hawaiian Pizza
3,3,Mar,Sunday,12,62.25,62.25,L,Chicken,The Barbecue Chicken Pizza
1,1,Feb,Sunday,16,16,16,M,Veggie,The Vegetables + Vegetables Pizza
5,7,Apr,Saturday,18,103.75,145.25,L,Chicken,The Thai Chicken Pizza
3,3,Jan,Thursday,18,76.5,76.5,XL,Classic,The Greek Pizza
1,1,Jun,Tuesday,22,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
2,2,May,Saturday,12,25.5,25.5,S,Chicken,The Barbecue Chicken Pizza
3,3,Apr,Monday,18,62.25,62.25,L,Supreme,The Spicy Italian Pizza
2,2,Mar,Saturday,13,41.5,41.5,L,Veggie,The Spinach Pesto Pizza
1,1,Apr,Friday,17,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Jun,Monday,19,32,32,M,Veggie,The Spinach and Feta Pizza
4,5,Mar,Thursday,13,83,103.75,L,Chicken,The California Chicken Pizza
2,2,Mar,Monday,12,29,29,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,May,Thursday,14,16,16,M,Classic,The Classic Deluxe Pizza
2,2,May,Sunday,13,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,2,Feb,Friday,12,12.75,25.5,S,Chicken,The Chicken Pesto Pizza
1,1,Jun,Saturday,16,16.5,16.5,M,Supreme,The Pepper Salami Pizza
2,2,Jun,Monday,14,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
1,1,Jan,Friday,15,16,16,M,Veggie,The Mexicana Pizza
1,1,Feb,Thursday,15,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,May,Friday,11,12,12,S,Classic,The Classic Deluxe Pizza
1,1,Apr,Sunday,13,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,Feb,Friday,18,16,16,M,Classic,The Napolitana Pizza
1,1,Apr,Thursday,18,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Apr,Friday,18,12,12,S,Veggie,The Mediterranean Pizza
1,1,Jan,Tuesday,22,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,May,Wednesday,17,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
2,2,Apr,Wednesday,18,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
1,1,Mar,Wednesday,22,16,16,M,Veggie,The Green Garden Pizza
1,1,Mar,Monday,12,16,16,M,Classic,The Greek Pizza
2,2,Jun,Monday,18,33.5,33.5,M,Chicken,The California Chicken Pizza
5,6,Mar,Thursday,13,92.5,111,L,Veggie,The Five Cheese Pizza
1,1,Apr,Monday,17,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Jan,Thursday,12,20.75,20.75,L,Supreme,The Pepper Salami Pizza
2,2,Mar,Friday,12,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
2,2,Jun,Thursday,11,33,33,M,Supreme,The Pepper Salami Pizza
1,1,Mar,Sunday,17,16.25,16.25,M,Supreme,The Calabrese Pizza
1,2,Feb,Thursday,17,20.75,41.5,L,Supreme,The Pepper Salami Pizza
1,1,Apr,Tuesday,12,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Jun,Tuesday,11,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,Apr,Sunday,19,12.5,12.5,S,Supreme,The Spicy Italian Pizza
2,2,Feb,Saturday,19,37,37,L,Veggie,The Five Cheese Pizza
2,2,Jun,Tuesday,16,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,Apr,Friday,19,16,16,M,Veggie,The Mexicana Pizza
1,1,Oct,Sunday,15,20.25,20.25,L,Supreme,The Sicilian Pizza
2,2,Nov,Thursday,18,41,41,L,Classic,The Italian Capocollo Pizza
3,4,Jul,Tuesday,12,48,64,M,Classic,The Classic Deluxe Pizza
1,1,Jul,Wednesday,13,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
2,2,Aug,Wednesday,14,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,Nov,Friday,17,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,Aug,Thursday,16,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Nov,Friday,12,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
2,2,Jul,Saturday,18,40.5,40.5,L,Supreme,The Calabrese Pizza
2,2,Nov,Wednesday,16,25,25,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Jul,Sunday,14,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
2,2,Nov,Saturday,15,33,33,M,Supreme,The Italian Supreme Pizza
3,3,Nov,Thursday,15,49.5,49.5,L,Classic,The Hawaiian Pizza
2,2,Dec,Sunday,18,32,32,M,Veggie,The Vegetables + Vegetables Pizza
3,3,Aug,Saturday,13,49.5,49.5,L,Classic,The Hawaiian Pizza
1,1,Nov,Wednesday,12,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,Dec,Wednesday,12,20.75,20.75,L,Supreme,The Spicy Italian Pizza
2,2,Jul,Monday,16,41.5,41.5,L,Supreme,The Pepper Salami Pizza
2,2,Oct,Tuesday,13,41.5,41.5,L,Supreme,The Italian Supreme Pizza
5,5,Jul,Friday,18,83.75,83.75,M,Chicken,The California Chicken Pizza
1,1,Aug,Tuesday,17,12,12,S,Classic,The Classic Deluxe Pizza
1,1,Sep,Tuesday,17,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
2,2,Jun,Saturday,11,25,25,S,Veggie,The Spinach Pesto Pizza
1,1,Jun,Tuesday,21,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,Aug,Saturday,14,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Nov,Tuesday,12,41,41,L,Classic,The Italian Capocollo Pizza
2,2,Aug,Monday,15,25.5,25.5,S,Chicken,The Thai Chicken Pizza
2,2,Nov,Thursday,17,41.5,41.5,L,Chicken,The Thai Chicken Pizza
2,2,Aug,Monday,16,29,29,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Nov,Wednesday,17,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Nov,Tuesday,13,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Sep,Saturday,11,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Dec,Monday,18,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,Dec,Thursday,14,41,41,L,Classic,The Classic Deluxe Pizza
1,1,Dec,Tuesday,16,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,Dec,Sunday,20,16,16,M,Veggie,The Green Garden Pizza
1,1,Dec,Wednesday,18,20.25,20.25,L,Veggie,The Mediterranean Pizza
2,2,Jan,Thursday,13,41.5,41.5,L,Supreme,The Soppressata Pizza
1,1,Mar,Tuesday,16,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,Mar,Thursday,15,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Jun,Wednesday,13,12,12,S,Classic,The Classic Deluxe Pizza
1,1,Jan,Friday,22,16.5,16.5,L,Classic,The Hawaiian Pizza
5,8,Mar,Monday,13,60,96,S,Classic,The Big Meat Pizza
1,2,Feb,Monday,17,20.75,41.5,L,Chicken,The Southwest Chicken Pizza
2,2,Mar,Tuesday,13,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
1,1,Jan,Monday,14,16,16,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Feb,Wednesday,15,24,24,S,Classic,The Classic Deluxe Pizza
2,2,May,Saturday,19,40.5,40.5,L,Supreme,The Sicilian Pizza
1,1,Mar,Saturday,16,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,Apr,Tuesday,17,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
2,2,May,Wednesday,22,25.5,25.5,S,Chicken,The California Chicken Pizza
1,1,Apr,Wednesday,22,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
2,2,May,Sunday,22,25.5,25.5,S,Chicken,The Thai Chicken Pizza
2,2,May,Sunday,14,41.5,41.5,L,Supreme,The Spicy Italian Pizza
2,2,Jan,Friday,16,25,25,S,Veggie,The Spinach Pesto Pizza
2,2,Feb,Sunday,17,41.5,41.5,L,Chicken,The Thai Chicken Pizza
2,2,Feb,Friday,13,40.5,40.5,L,Veggie,The Mediterranean Pizza
1,1,Jun,Friday,19,16,16,M,Classic,The Classic Deluxe Pizza
1,1,Jan,Thursday,14,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,May,Wednesday,20,16,16,M,Classic,The Classic Deluxe Pizza
2,2,Apr,Thursday,17,24,24,S,Classic,The Classic Deluxe Pizza
1,1,Mar,Friday,13,20.75,20.75,L,Supreme,The Spicy Italian Pizza
4,4,Jan,Thursday,19,74,74,L,Veggie,The Five Cheese Pizza
1,1,Jan,Saturday,22,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Jan,Friday,11,20.75,20.75,L,Supreme,The Soppressata Pizza
2,2,Mar,Wednesday,12,32,32,M,Veggie,The Green Garden Pizza
2,2,Feb,Monday,16,41,41,L,Classic,The Napolitana Pizza
1,1,May,Tuesday,18,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
2,2,Apr,Saturday,20,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,Feb,Thursday,18,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Mar,Monday,20,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,May,Monday,21,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,Mar,Friday,15,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,Feb,Saturday,20,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,Jan,Friday,16,12.5,12.5,S,Supreme,The Soppressata Pizza
3,4,Mar,Monday,13,61.5,82,L,Classic,The Napolitana Pizza
1,1,Apr,Thursday,17,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,Jun,Wednesday,19,16,16,M,Veggie,The Mediterranean Pizza
1,1,Feb,Wednesday,11,20.75,20.75,L,Supreme,The Spicy Italian Pizza
3,3,Apr,Monday,18,62.25,62.25,L,Chicken,The California Chicken Pizza
1,1,Apr,Thursday,19,16,16,M,Classic,The Greek Pizza
1,1,Jan,Friday,21,12,12,S,Classic,The Napolitana Pizza
1,1,Feb,Tuesday,14,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Jan,Tuesday,12,20.75,20.75,L,Supreme,The Spicy Italian Pizza
